sex=female,country of birth,log # of previous penal cases,age in years,age at first penal case,offence type,11-20 previous case,>20 previous case,age squared,recidivism_in_4y
0,1,1.098612289,25.81397394,22.71878533,7,0,0,89.0127873,1
0,4,0.693147181,29.16367921,28.51645509,4,0,0,37.02665988,1
1,4,0.0,31.87905978,31.87905978,5,0,0,11.35402214,0
0,1,0.693147181,43.44695414,28.97535231,1,0,0,67.21247325,0
0,1,0.0,24.183436,24.183436,7,0,0,122.43857959999998,1
0,7,0.0,18.58511512,18.58511512,2,0,0,277.6728205,1
0,1,0.0,20.59137577,20.59137577,4,0,0,214.8351829,0
0,1,1.945910149,26.2995794,16.51199423,7,0,0,80.0855562,1
1,1,0.0,37.06375079,37.06375079,7,0,0,3.294653423,0
1,1,0.693147181,35.16221766,29.88867072,6,0,0,0.007467572,1
0,1,0.0,35.44540808,35.44540808,4,0,0,0.038720521,0
1,4,1.386294361,46.28062971,36.05331102,6,0,0,121.7049563,1
0,1,2.397895273,32.83504449,20.40793977,4,0,0,5.825408400000001,1
1,1,0.0,40.19474168,15.87762799,4,0,1,24.46399331,1
0,1,0.0,42.32220419,15.59723487,1,0,1,50.03541261,0
0,1,0.0,53.86179513,53.86179513,1,0,0,346.4498129,0
0,1,0.0,42.7652293,14.90178547,6,1,0,56.49922327,0
0,1,0.0,26.5992148,26.5992148,5,0,0,74.81243126,0
0,1,1.386294361,24.01798616,20.16859996,5,0,0,126.1274234,1
0,1,0.693147181,43.91238877,38.016858,8,0,0,75.06066806,0
0,1,0.0,41.32997867,41.32997867,7,0,0,36.98276797,0
1,7,0.0,18.09194581,18.09194581,4,0,0,294.35190760000006,0
0,1,1.098612289,49.07870868,34.25598905,5,0,0,191.2709996,0
0,1,0.0,21.53593429,21.53593429,7,0,0,188.0380996,0
0,2,1.609437912,22.98073158,13.97915741,8,0,0,150.5013996,1
0,1,0.693147181,41.40055714,19.45790554,7,0,0,37.84617342,0
0,1,0.693147181,29.72210815,28.63271801,6,0,0,30.54247446,0
0,1,1.098612289,22.2587269,17.18404308,1,0,0,168.73765459999998,0
1,1,0.0,20.95277207,20.95277207,8,0,0,204.3716331,0
0,1,0.693147181,53.85626283,28.35582874,4,0,0,346.2438965,0
0,1,0.0,41.11903934,41.11903934,4,0,0,34.46167331,0
0,2,0.0,43.47830665,43.47830665,8,0,0,67.72753215,0
0,1,1.098612289,23.88233785,15.82580351,7,0,0,129.1926602,0
0,5,1.386294361,42.92595559,18.31552209,4,0,0,58.94128557,1
0,6,0.693147181,26.69320807,21.49162192,1,0,0,73.19529184,0
0,1,0.0,50.0752909,50.0752909,8,0,0,219.8297911,0
0,1,0.693147181,21.27396336,19.1482389,5,0,0,195.2913853,0
0,1,1.791759469,21.24845996,13.76166318,5,0,0,196.0048388,1
0,2,2.079441542,38.99568326,31.33146016,1,0,0,14.04038734,1
0,1,0.0,50.40478446,50.40478446,7,0,0,229.7089339,0
0,6,1.098612289,61.49357727,50.28610541,5,0,0,688.7971116,0
0,1,1.098612289,20.35162272,17.97309669,7,0,0,221.9209087,1
1,1,0.0,52.49555099,52.49555099,5,0,0,297.4561881,0
0,1,1.945910149,22.18893699,16.25982971,7,0,0,170.5556539,1
0,1,0.693147181,26.84462697,23.69306867,7,0,0,70.62731357,1
0,1,0.693147181,47.72621492,22.05065024,7,0,0,155.6900563,0
0,1,1.791759469,36.61510606,19.03627652,5,0,0,1.867249244,1
0,1,0.0,43.83596639,43.83596639,7,0,0,73.74229868,0
0,1,0.0,49.21560575,49.21560575,7,0,0,195.0763341,0
0,1,0.0,34.71019301,16.65982204,1,0,1,0.289917376,1
1,1,0.0,50.14736365,50.14736365,7,0,0,221.9721816,0
0,1,0.0,25.0071751,25.0071751,1,0,0,104.88745520000002,0
0,1,0.0,46.60196026,46.60196026,8,0,0,128.898045,0
0,1,1.945910149,34.17566827,16.14236824,7,0,0,1.151252825,1
0,1,1.098612289,72.55030801,51.28732743,7,0,0,1391.414975,0
0,7,0.693147181,21.69746749,17.455211300000002,4,0,0,183.6340806,1
1,5,0.693147181,56.26847191,44.96297301,4,0,0,441.8336371,0
0,4,2.197224577,39.00290916,28.18799811,5,0,0,14.09459116,1
0,1,0.693147181,29.02554858,27.10036248,7,0,0,38.72677682,0
0,1,2.397895273,53.97946612,24.48060603,1,0,0,350.84411780000005,0
0,1,0.0,24.36818076,24.36818076,8,0,0,118.3842361,1
0,7,1.609437912,19.29482518,16.1964991,5,0,0,254.5239768,0
1,1,0.0,35.71800137,35.71800137,1,0,0,0.2203068789999999,0
0,5,0.693147181,34.01961055,31.59256376,1,0,0,1.510495616,1
0,6,0.0,22.08058658,22.08058658,6,0,0,173.39744059999998,0
0,4,1.791759469,26.25569936,15.5045661,7,0,0,80.87285144,1
0,1,1.098612289,42.61808807,32.66624468,7,0,0,54.30887134,0
0,1,0.0,69.20523088,69.20523088,8,0,0,1153.050555,0
0,4,0.0,39.5443631,39.5443631,8,0,0,18.45329905,0
0,1,0.0,40.0,40.0,7,0,0,22.57549053,0
0,1,0.693147181,40.92946656,19.00342231,4,0,0,32.27187255,0
0,7,0.693147181,41.15636585,39.48667098,1,0,0,34.90131013,0
0,1,0.0,62.57631759,32.32271675,1,0,1,746.8023575,0
0,1,1.386294361,41.47312606,32.50316298,1,0,0,38.7443167,1
0,1,0.0,20.41680207,20.41680207,7,0,0,219.983202,0
0,1,1.386294361,18.46856352,15.25256674,7,0,0,281.57072430000005,1
0,1,1.386294361,27.67134744,17.36071184,7,0,0,57.41525301,0
0,1,0.0,39.90691307,15.11917541,4,0,1,21.69957536,1
0,5,0.0,31.87853826,31.87853826,1,0,0,11.35753703,0
0,7,0.0,29.48150639,29.48150639,8,0,0,33.25974674,0
0,1,1.386294361,42.71047228,16.57139127,7,0,0,55.67904882,0
0,1,0.0,63.93649327,63.93649327,1,0,0,822.9933399,0
0,1,1.098612289,22.420260100000004,16.18830757,7,0,0,164.5671455,0
0,1,0.0,33.42122535,20.75861333,7,1,0,3.339417902,0
1,7,0.0,33.49549208,33.49549208,8,0,0,3.073502274,0
0,1,0.693147181,18.43818583,18.26140667,4,0,0,282.59112660000005,1
0,1,1.386294361,19.46365652,16.03331594,8,0,0,249.1654753,1
0,1,1.609437912,35.99487458,16.30116359,7,0,0,0.556876832,1
0,5,0.0,31.35989464,31.35989464,2,0,0,15.12228429,0
0,1,0.0,20.25524279,20.25524279,8,0,0,224.8017431,0
0,1,1.098612289,56.57494867,47.45790554,4,0,0,454.8117495,0
0,1,1.098612289,23.14852841,19.08281999,1,0,0,146.4125257,0
0,1,0.0,42.62402131,42.62402131,7,0,0,54.39635612,0
0,1,0.0,23.47112613,23.47112613,4,0,0,138.7096627,1
1,1,0.0,23.62142023,23.62142023,5,0,0,135.1920716,0
1,3,0.0,27.9945243,27.9945243,4,0,0,52.62208976,0
0,6,0.0,30.39561944,30.39561944,4,0,0,23.55173842,0
0,1,0.0,19.37303217,19.37303217,7,0,0,252.0346945,0
0,1,0.0,18.80441453,18.80441453,5,0,0,270.41231360000006,0
0,1,1.098612289,25.50855578,13.82736136,4,0,0,94.86909976,0
0,7,1.098612289,43.32698155,35.54716667,4,0,0,65.25971898,1
1,1,0.0,59.77275838,59.77275838,5,0,0,601.432737,0
1,1,1.609437912,34.598220399999995,21.49605274,1,0,0,0.4230362589999999,1
0,1,0.0,43.37237394,13.80657464,3,0,1,65.99517063,1
0,5,0.693147181,38.66392882,17.06102571,8,0,0,11.66424706,1
0,1,0.693147181,21.716989,17.29378945,7,0,0,183.1053833,1
0,1,2.302585093,48.47091034,32.74676344,4,0,0,174.8286239,1
0,1,0.0,19.1266256,19.1266256,5,0,0,259.9191153,0
0,1,0.693147181,41.50034223,21.9143445,7,0,0,39.08387115,0
1,1,0.0,57.35523614,57.35523614,4,0,0,488.7019124,1
1,1,0.0,19.08533133,19.08533133,5,0,0,261.2523135,0
0,1,1.791759469,49.234770700000006,18.94368925,7,0,0,195.6120543,1
1,6,0.0,45.09834034,45.09834034,4,0,0,97.01673908,0
0,6,1.098612289,31.95180102,27.83578159,4,0,0,10.86909958,0
0,1,0.0,19.32770705,19.32770705,5,0,0,253.4758759,0
0,3,0.0,42.95032373,25.0568104,1,1,0,59.31604353,0
0,1,0.693147181,20.62970568,19.6426914,5,0,0,213.7130293,0
0,1,1.791759469,50.85284052,30.80082136,6,0,0,243.4912994,1
0,1,0.693147181,18.32991102,14.67289452,4,0,0,286.24314580000004,0
0,7,0.0,54.2126869,54.2126869,4,0,0,359.6353488,0
1,1,0.0,18.2696783,18.2696783,4,0,0,288.2848949,0
1,6,0.0,28.01883568,28.01883568,4,0,0,52.26996594,1
0,5,0.0,35.71252567,35.71252567,7,0,0,0.2151966169999999,0
0,4,2.197224577,32.11772758,21.31143053,1,0,0,9.802567304,1
0,1,1.386294361,24.98836413,16.29469922,4,0,0,105.2731125,1
1,6,1.386294361,38.23536707,20.76493247,1,0,0,8.920581789,0
0,1,1.098612289,48.92265572,21.38809035,8,0,0,186.9789034,0
0,1,1.945910149,48.33223167,33.3291121,7,0,0,171.18056,1
0,1,0.693147181,49.80150582,22.36276523,7,0,0,211.7861139,0
1,6,0.0,57.49760438,57.49760438,4,0,0,495.0167376,0
0,7,0.0,29.7718329,29.7718329,5,0,0,29.99533682,0
0,1,0.0,25.0555778,25.0555778,8,0,0,103.8983697,1
0,1,0.693147181,49.87953482,26.02823573,4,0,0,214.0632947,0
0,1,1.098612289,26.48802422,18.881958800000003,7,0,0,76.74826229,0
0,1,0.0,38.19790878,38.19790878,7,0,0,8.698228944,0
0,1,0.693147181,56.85208508,41.67282683,7,0,0,466.7091514,0
0,1,0.693147181,27.69609856,27.42231348,1,0,0,57.040773,0
0,1,0.0,50.21218344,50.21218344,1,0,0,223.9078484,0
0,3,0.0,27.98213299,27.98213299,6,0,0,52.80201912,0
1,7,0.0,40.17807514,40.17807514,4,0,0,24.29940204,0
1,7,0.0,46.28062971,46.28062971,8,0,0,121.7049563,0
0,1,0.0,57.30321697,57.30321697,8,0,0,486.4046843,0
0,1,0.0,57.74349073,57.74349073,1,0,0,506.0186344,0
0,7,0.0,23.92060233,23.92060233,4,0,0,128.3242738,0
0,1,1.609437912,55.51772565,22.60519783,7,0,0,410.83612610000006,0
0,1,1.945910149,25.27965482,17.124207199999997,1,0,0,99.3805214,1
0,1,0.0,29.58750355,12.81313981,7,1,0,32.04838409,0
0,1,0.0,38.29227755,38.29227755,7,0,0,9.263773526,0
0,1,0.0,33.05954825,33.05954825,4,0,0,4.792091029,0
1,1,1.098612289,44.54188896,19.86584531,8,0,0,86.36461053,1
0,7,0.0,45.05463562,35.45421496,4,1,0,96.15769181,1
0,1,0.0,42.04517454,42.04517454,7,0,0,46.19297996,1
1,1,0.0,19.78645246,19.78645246,4,0,0,239.0790202,0
0,1,0.693147181,39.74322132,35.69210532,7,0,0,20.20132617,1
1,1,0.0,45.05588121,45.05588121,8,0,0,96.18212198,0
0,3,0.0,46.14647502,33.10061602,6,1,0,118.7629656,1
1,6,0.0,24.90622861,24.90622861,4,0,0,106.9653239,0
0,1,0.0,29.77960301,29.77960301,1,0,0,29.91028653,0
1,1,0.0,51.86036961,51.86036961,4,0,0,275.9498007,1
0,5,0.0,27.76523668,27.76523668,8,0,0,56.00121711,0
0,1,2.079441542,49.84065449,22.2696783,5,0,0,212.9270977,0
0,2,0.0,31.64134155,15.89810984,8,0,1,13.01254999,0
0,6,0.0,74.20944559,24.04825475,4,0,1,1517.944935,1
1,3,0.0,37.03846062,37.03846062,7,0,0,3.203483737,0
1,1,0.0,43.38837418,43.36965489,1,0,0,66.25539016,0
0,1,0.0,29.91977188,29.91977188,8,0,0,28.39675844,0
0,7,0.693147181,62.82595162,60.46543463,8,0,0,760.5085151000001,0
0,5,1.098612289,36.28747433,29.30600058,7,0,0,1.079191786,0
1,7,0.693147181,31.29089665,27.33522039,4,0,0,15.66367525,0
0,1,2.197224577,50.14373717,22.75975359,8,0,0,221.8641349,0
0,1,1.945910149,30.04930987,21.62583669,7,0,0,27.0329587,0
0,1,0.693147181,46.44490075,44.17098182,5,0,0,125.3564167,0
0,1,0.693147181,28.53562603,26.247293300000003,1,0,0,45.06445953,1
0,1,2.397895273,71.00068446,40.1670089,1,0,0,1278.2092,0
1,1,0.0,51.87439004,51.87439004,8,0,0,276.4158046,0
0,7,0.0,44.03559206,44.03559206,4,0,0,77.21065351,0
0,7,0.0,32.04573136,32.04573136,8,0,0,10.25857745,0
0,7,1.791759469,24.93335859,19.54420577,8,0,0,106.4048815,1
0,5,0.0,38.00583137,38.00583137,6,0,0,7.602144096,0
1,2,0.0,25.69514409,25.69514409,8,0,0,91.2691461,0
1,6,0.0,43.19334141,43.19334141,7,0,0,63.11839539,1
0,1,2.302585093,47.3586299,18.44498938,1,0,0,146.6520305,0
0,1,0.693147181,70.00136893,40.30201809,7,0,0,1207.75267,0
0,1,2.197224577,43.61638328,17.35249829,1,0,0,70.01924855,0
0,7,0.0,20.67599513,18.05439403,4,1,0,212.3617678,1
1,1,0.693147181,40.60291568,26.36276523,8,0,0,28.66834549,0
0,1,1.386294361,51.66824644,30.51772334,7,0,0,269.6037131,1
0,6,0.0,27.48391174,27.48391174,5,0,0,60.29089278,0
0,1,0.0,31.86858316,31.86858316,8,0,0,11.42473537,0
0,1,0.693147181,20.15058179,17.45049424,4,0,0,227.9511434,0
0,1,0.0,37.62159416,17.64544832,4,0,1,5.630945765,1
0,4,0.0,46.5982204,15.15210815,4,0,1,128.8131392,1
0,1,0.0,28.60113405,13.15477175,7,1,0,44.18923923,1
0,1,0.0,31.99360845,14.43672035,5,0,1,10.59518335,1
0,1,1.791759469,29.80424367,21.80596376,7,0,0,29.64137272,0
0,7,0.0,21.52498289,21.52498289,4,0,0,188.3385662,1
1,4,0.693147181,30.15742642,26.6255989,6,0,0,25.92038213,0
1,1,0.693147181,26.90336439,16.61222425,1,0,0,69.64350442,0
0,1,0.693147181,26.00410903,20.67013379,8,0,0,85.46121931,0
0,1,0.0,49.98678122,49.98678122,1,0,0,217.2130196,0
0,1,0.0,38.30868067,19.17406099,1,1,0,9.36389311,1
0,1,0.693147181,19.71810258,15.96252963,4,0,0,241.1973681,1
1,1,0.0,47.47277407,47.47277407,7,0,0,149.4296305,0
0,1,0.0,24.0031067,14.73699952,7,1,0,126.4618567,1
0,1,0.0,38.12998698,38.12998698,8,0,0,8.302202044,1
0,1,0.0,21.16306107,21.16306107,1,0,0,198.4033302,1
0,6,0.0,24.77207392,24.77207392,4,0,0,109.7582854,0
0,1,0.0,48.13629959,22.6157698,6,1,0,166.091956,0
1,1,0.0,23.12834389,23.12834389,4,0,0,146.90140269999998,0
0,1,2.197224577,29.94934976,15.46338125,4,0,0,28.08240045,0
1,1,0.693147181,22.29413114,16.80536549,7,0,0,167.8191124,0
0,1,0.0,32.44282857,13.42420846,5,0,1,7.872537205,0
0,2,1.098612289,25.374401100000004,13.30595483,4,0,0,97.50045123,0
0,1,0.0,20.85070683,20.85070683,7,0,0,207.3002713,0
1,1,0.0,63.36576299,63.36576299,7,0,0,790.5730114,0
0,1,0.693147181,47.67145791,36.99134747,8,0,0,154.3265843,0
0,1,0.0,18.69678303,18.69678303,7,0,0,273.9637301,0
0,1,2.079441542,40.10881328,15.19233402,7,0,0,23.62135457,1
0,1,0.0,40.38329911,40.38329911,5,0,0,26.36479839,0
0,3,2.197224577,27.8329911,15.61396304,5,0,0,54.99174139,1
0,1,1.098612289,56.89372189,26.75154004,7,0,0,468.509883,1
0,1,0.693147181,57.72210815,46.51354751,7,0,0,505.0570953,0
0,1,0.693147181,75.78489346,63.43052704,2,0,0,1643.188431,0
1,1,0.0,24.47864749,24.47864749,7,0,0,115.992583,1
0,6,0.0,36.66255989,36.66255989,7,0,0,1.999189893,0
0,1,0.0,60.9214753,60.9214753,7,0,0,659.0948434999999,0
1,1,1.098612289,42.86652977,17.4794472,1,0,0,58.03235472,0
0,6,0.0,39.50171116,39.50171116,8,0,0,18.08867574,0
0,5,0.693147181,39.67750203,37.59864556,8,0,0,19.61488288,0
0,4,0.0,55.60272321,20.8708461,4,0,1,414.2889976,1
0,1,2.397895273,29.64818617,12.84052019,1,0,0,31.36500211,0
0,1,1.945910149,40.21629021,18.7364285,8,0,0,24.67762043,1
0,7,0.0,47.82318212,47.82318212,4,0,0,158.11929119999996,0
0,1,0.693147181,40.06474307,27.6550308,7,0,0,23.19491842,0
0,1,0.0,58.88671531,31.81162129,1,0,1,558.7589459,1
0,1,0.0,34.78429164,34.78429164,1,0,0,0.215612684,0
0,1,1.386294361,46.49691992,32.10735211,1,0,0,126.5239637,0
0,1,0.0,19.04716718,19.04716718,8,0,0,262.4874874,0
0,6,0.0,20.11772758,20.11772758,5,0,0,228.9442918,0
0,1,0.0,23.10472279,23.10472279,8,0,0,147.47454960000002,0
0,1,1.098612289,47.61670089,35.26966921,7,0,0,152.9691089,0
0,1,0.0,46.7926078,46.7926078,5,0,0,133.2633595,0
0,1,1.386294361,26.36276523,15.89596167,2,0,0,78.95864201,0
0,1,2.197224577,35.06841952,15.79782122,4,0,0,0.032476815,1
0,1,0.0,36.25188227,36.25188227,7,0,0,1.006509558,0
0,1,1.098612289,27.00443516,22.79932026,7,0,0,67.96679429,0
0,5,2.079441542,30.48407629,26.42061446,1,0,0,22.70099846,1
0,7,0.0,18.76796715,18.76796715,7,0,0,271.6123395,1
0,1,0.0,18.16837782,18.16837782,6,0,0,291.7351091,0
0,1,0.0,31.57289528,16.684462699999997,4,0,1,13.51104614,1
0,1,2.197224577,23.3748285,14.79982065,7,0,0,140.98722780000003,1
0,1,0.0,28.09582478,28.09582478,8,0,0,51.16266222,0
1,1,0.0,21.47843943,21.47843943,4,0,0,189.6182248,0
0,1,2.302585093,26.39306997,17.26488706,1,0,0,78.42099249,1
0,1,1.609437912,58.29427666,38.69645512,7,0,0,531.1017019999999,1
0,1,0.693147181,50.49099228,34.43011287,1,0,0,232.32952340000003,0
0,1,0.0,25.60733034,25.60733034,8,0,0,92.95471257,1
0,4,0.0,45.62647841,19.05336407,1,1,0,107.69968,1
0,5,1.791759469,47.40203624,34.33693205,7,0,0,147.70521589999998,0
0,5,1.098612289,53.1108108,29.20595058,4,0,0,319.057404,0
0,4,0.0,50.53798768,21.419724,4,1,0,233.7643735,1
0,1,0.0,36.5065024,18.12731006,6,0,1,1.5822359869999998,1
0,1,0.693147181,20.70041109,16.40672247,4,0,0,211.6507542,0
0,1,0.0,24.71839357,24.71839357,5,0,0,110.8859376,0
0,1,2.302585093,42.34331546,16.44170571,1,0,0,50.33452245,1
0,1,1.098612289,49.08864074,45.63377903,7,0,0,191.5458205,0
0,1,0.693147181,19.01711157,15.22792608,7,0,0,263.4622806,0
0,1,2.079441542,53.29547478,27.15400411,7,0,0,325.6885065,0
0,1,0.693147181,22.61306405,22.42604894,7,0,0,159.657597,1
0,6,0.0,42.34086242,42.34086242,5,0,0,50.29972141,0
0,1,0.693147181,26.80343264,13.36936209,7,0,0,71.32140522,1
0,6,0.0,44.96290678,44.96290678,4,0,0,94.36711948,0
0,1,0.0,21.22609498,21.22609498,7,0,0,196.6315661,0
0,2,0.0,23.62154467,23.62154467,8,0,0,135.1891778,0
0,1,0.0,32.1616629,32.1616629,7,0,0,9.529383023,0
0,7,1.386294361,20.79341192,18.77433053,5,0,0,208.95340990000005,0
0,3,1.945910149,50.42009272,43.69265131,5,0,0,230.1731969,1
0,1,0.0,42.16650249,42.16650249,8,0,0,47.85692143,0
0,1,0.0,25.39617588,25.39617588,5,0,0,97.0709068,0
0,1,1.386294361,23.20833514,17.24649039,4,0,0,144.96876709999998,1
0,7,2.079441542,44.27926078,31.7311703,4,0,0,81.55224221,0
0,1,0.0,23.71315502,23.71315502,8,0,0,133.0672469,0
0,6,0.0,26.19301848,26.19301848,4,0,0,82.00415022,0
0,1,0.0,26.51478652,26.51478652,7,0,0,76.28007042,0
0,1,1.945910149,26.05857353,15.60301164,1,0,0,84.45718891,1
0,2,0.0,23.60301164,20.2517951,4,0,1,135.6204917,1
0,1,0.0,37.6806112,14.19218321,1,1,0,5.914519068,1
0,1,1.791759469,40.23351982,19.11841205,1,0,0,24.84909885,0
0,1,0.0,21.51129363,21.51129363,7,0,0,188.7144866,0
0,4,0.0,27.61122519,27.61122519,4,0,0,58.32999462,0
0,1,0.0,19.00068446,19.00068446,1,0,0,263.99582430000004,1
1,1,0.693147181,38.04791239,32.69743868,4,0,0,7.835966367,1
0,1,1.609437912,30.95769114,21.41706587,1,0,0,18.41218008,1
0,2,0.0,27.16365557,27.16365557,8,0,0,65.36685638,1
0,1,0.0,37.59446099,15.341985199999998,5,0,1,5.502910002999999,1
0,1,0.693147181,49.67282683,37.87637184,7,0,0,208.0573742,0
0,1,0.0,24.39151266,24.39151266,7,0,0,117.8770571,0
0,4,0.693147181,59.98555657,30.9802273,8,0,0,611.9153989,0
0,1,2.397895273,33.07690518,17.24845996,4,0,0,4.716400726,0
0,1,2.079441542,49.34702259,18.22710697,8,0,0,198.7645954,1
0,6,1.386294361,31.75359343,18.07545567,7,0,0,12.21530002,0
0,6,0.0,64.05444955,64.05444955,7,0,0,829.77508,0
0,1,0.0,23.20876112,23.20876112,4,0,0,144.9585094,0
0,1,1.791759469,22.7871321,18.14905636,5,0,0,155.288999,0
0,2,2.397895273,25.74540925,15.73169062,5,0,0,90.3112573,1
0,7,1.386294361,22.4257358,18.13004791,6,0,0,164.4266868,0
1,1,0.693147181,41.54331172,36.65466049,7,0,0,39.62298307,0
0,1,1.386294361,43.53328799,26.22313484,7,0,0,68.63551203,0
1,1,0.0,36.36960986,36.36960986,7,0,0,1.256589621,0
1,1,0.0,50.0862423,50.0862423,7,0,0,220.1546565,0
1,4,0.0,26.55175235,26.55175235,4,0,0,75.63572907,0
0,5,1.098612289,41.51987981,27.96220587,5,0,0,39.32853936,0
0,1,2.397895273,49.79034676,22.12483722,1,0,0,211.4614458,0
0,1,1.098612289,42.6609662,20.11498973,7,0,0,54.94268685,0
0,7,1.098612289,51.9346315,35.79466119,7,0,0,278.4225535,0
0,1,0.693147181,41.6282705,32.72247617,7,0,0,40.69977747,0
0,7,1.098612289,25.18656409,25.02086451,5,0,0,101.2452261,0
0,1,0.0,43.35226979,43.35226979,7,0,0,65.66893284,0
1,1,0.0,39.08281999,39.08281999,1,0,0,14.70099159,0
0,1,0.0,38.87200548,38.87200548,4,0,0,13.12882974,0
0,1,0.693147181,24.87133714,18.33506075,5,0,0,107.6882646,0
0,1,1.386294361,32.84325804,18.54620123,7,0,0,5.785827595,0
0,1,0.693147181,34.94497202,24.02190281,7,0,0,0.092209853,0
0,1,1.386294361,27.8220397,20.58494388,5,0,0,55.15428469,1
0,3,0.0,50.83203704,21.17684276,7,1,0,242.8424885,0
1,1,1.609437912,48.0,42.01736003,4,0,0,162.59736619999998,0
0,1,0.693147181,58.23956194,32.63518138,1,0,0,528.5828241,0
0,1,0.0,18.2642026,18.2642026,6,0,0,288.4708683,1
1,6,0.0,21.56057495,21.56057495,6,0,0,187.362927,0
0,4,0.0,28.46750263,16.38690398,4,0,1,45.98372602,1
0,1,1.386294361,33.20110557,30.27276542,4,0,0,4.192367665,1
0,1,0.0,29.7467488,29.7467488,7,0,0,30.27072723,1
1,7,0.0,19.33470226,19.33470226,4,0,0,253.2531844,1
0,6,0.693147181,42.71594798,38.72142368,5,0,0,55.76079641,0
0,2,0.0,32.51269786,17.08692676,1,0,1,7.485339846,1
0,1,0.0,71.27994524,71.27994524,7,0,0,1298.255478,0
0,1,0.0,46.44585713,46.44585713,1,0,0,125.3778333,0
0,1,0.0,32.21902806,32.21902806,4,0,0,9.178504699,1
0,1,0.693147181,23.08008214,12.61077094,6,0,0,148.07362460000002,0
0,1,0.0,19.41409993,19.41409993,5,0,0,250.73243030000003,0
0,1,1.609437912,27.00748406,18.16837782,8,0,0,67.9165321,1
0,6,1.791759469,35.43626404,14.9293856,7,0,0,0.035205492,1
0,1,0.693147181,39.51895911,17.84967795,8,0,0,18.23568702,0
0,1,0.0,56.49998089,56.49998089,7,0,0,451.6197969,0
0,1,1.609437912,58.11975312,30.90212183,8,0,0,523.0881458,1
0,1,0.0,31.79563826,31.79563826,8,0,0,11.9231711,0
1,6,0.0,32.77291952,32.77291952,4,0,0,6.129156117999999,0
0,1,0.0,20.96919918,20.96919918,5,0,0,203.9022238,0
0,1,0.0,37.46748802,13.96030116,1,0,1,4.923318615,1
0,6,2.397895273,33.41135898,17.24540738,1,0,0,3.375575008,1
0,7,0.0,37.52498289,37.52498289,4,0,0,5.181769848,0
0,1,0.0,19.60301164,19.60301164,4,0,0,244.7854608,0
0,1,0.0,30.03530474,30.03530474,7,0,0,27.17878913,0
0,7,1.098612289,20.56673511,17.3475873,1,0,0,215.5581189,0
1,1,0.693147181,18.69138917,15.71526352,1,0,0,274.1423156,0
0,1,0.693147181,34.279989,17.15516839,7,0,0,0.938270751,1
0,1,0.0,38.008252500000005,38.008252500000005,8,0,0,7.615501021,0
0,1,1.945910149,60.24523912,37.15534942,8,0,0,624.8303288,0
0,1,2.197224577,32.66529774,18.98119946,7,0,0,6.673619886,1
1,1,0.693147181,25.63091994,20.6844627,4,0,0,92.5004002,0
0,1,1.386294361,24.58074175,18.51608487,1,0,0,113.80389879999998,0
1,1,0.693147181,45.72296252,40.15026456,4,0,0,109.71158359999998,0
1,1,1.791759469,40.85951834,21.96043625,7,0,0,31.48203686,1
0,4,0.0,33.46201232,33.46201232,6,0,0,3.192012642,0
0,1,0.0,44.45496302,44.45496302,1,0,0,84.75651662,0
1,1,0.0,19.8461588,19.8461588,7,0,0,237.2362044,1
0,1,0.0,21.78234086,21.78234086,5,0,0,181.3410178,1
0,1,0.0,19.76118821,19.76118821,4,0,0,239.8609391,0
1,1,0.0,37.95306547,37.95306547,4,0,0,7.313956234,0
0,7,1.609437912,19.75202164,15.63636129,4,0,0,240.1449567,0
0,6,0.0,47.4880219,47.4880219,8,0,0,149.80264630000002,0
0,1,1.386294361,19.08555784,16.61485145,6,0,0,261.2449914,1
1,1,0.0,21.49089962,21.49089962,1,0,0,189.2752214,0
0,6,0.693147181,38.78479419,36.91853354,7,0,0,12.50443754,0
0,1,0.0,19.18959617,19.18959617,8,0,0,257.8926567,1
0,1,2.302585093,29.20461274,18.32169747,4,0,0,36.53017816,1
0,1,1.098612289,41.87268994,15.44475483,4,0,0,43.87813333,0
1,1,1.386294361,26.31622177,16.35159505,5,0,0,79.78796640000002,0
0,7,0.0,35.37029432,24.03206473,5,1,0,0.014801532,1
0,6,0.0,38.80460555,17.051334699999998,5,0,1,12.64494237,1
0,7,0.0,21.08888993,21.08888993,4,0,0,200.4983173,1
0,1,0.0,51.37303217,51.37303217,4,0,0,259.9962559,0
1,1,1.098612289,32.98836413,26.93817169,4,0,0,5.10881432,0
1,1,1.098612289,40.80245234,39.33882726,4,0,0,30.84491179,1
0,1,0.0,23.04466056,23.04466056,5,0,0,148.9369378,0
0,1,0.0,58.89225727,58.89225727,8,0,0,559.0209792999999,0
0,1,0.0,58.5236858,58.5236858,7,0,0,541.7280933999999,0
0,1,1.098612289,24.24614179,21.53080744,1,0,0,121.0548079,1
0,1,0.693147181,29.24845996,19.70782506,7,0,0,36.0020738,0
0,4,2.302585093,42.42236609,24.55030801,6,0,0,51.46244965,0
0,1,0.693147181,53.81237284,43.90928097,7,0,0,344.61244510000006,1
0,2,0.0,31.16236739,17.30378239,7,0,1,16.69756482,1
0,1,0.0,21.07049966,21.07049966,5,0,0,201.0194586,0
0,1,1.386294361,53.19620101,40.678987,7,0,0,322.1152056,0
0,4,0.693147181,45.26668289,43.67002221,7,0,0,100.3613282,1
0,1,0.693147181,30.89481371,21.20937207,7,0,0,18.95574047,0
